MA_ID,GmbH,Alter,Dienstjahre,Brutto_Monat,Skill_Index,Montan,Status_Logik,Individuelle_Kosten
1063,Stahl_Produktion_GmbH,56,29,4238.07,0.57,True,TG_Potential,184356.04
1064,Stahl_Produktion_GmbH,55,16,7789.61,0.43,True,TG_Potential,186950.64
1065,Stahl_Produktion_GmbH,56,37,4977.45,0.36,True,TG_Potential,276248.47
1066,Stahl_Produktion_GmbH,64,23,5304.40,0.55,True,Exklusion_Vorruhestand,183001.80
1067,Stahl_Produktion_GmbH,45,20,3924.50,0.60,True,TG_Potential,117735.00
1068,Stahl_Produktion_GmbH,62,18,7066.68,0.60,True,Exklusion_Vorruhestand,190800.36
1069,Stahl_Produktion_GmbH,50,19,4394.29,0.24,True,TG_Potential,125237.26
1070,Stahl_Produktion_GmbH,59,29,6861.65,0.44,True,TG_Potential,298481.77
1071,Stahl_Produktion_GmbH,54,37,7294.95,0.60,True,TG_Potential,404869.72
1072,Stahl_Produktion_GmbH,61,39,6372.55,0.57,True,Exklusion_Vorruhestand,372794.18
1073,Stahl_Produktion_GmbH,45,28,3931.15,0.46,True,TG_Potential,165108.30
1074,Stahl_Produktion_GmbH,62,34,5824.97,0.34,True,Exklusion_Vorruhestand,297073.47
1075,Stahl_Produktion_GmbH,60,23,6568.78,0.58,True,Exklusion_Vorruhestand,226622.91
1076,Stahl_Produktion_GmbH,51,38,5738.89,0.44,True,TG_Potential,327116.73
1077,Stahl_Produktion_GmbH,56,39,5901.40,0.42,True,TG_Potential,345231.90
1078,Stahl_Produktion_GmbH,49,36,4681.28,0.50,True,TG_Potential,252789.12
1079,Stahl_Produktion_GmbH,49,36,5384.81,0.44,True,TG_Potential,290779.74
1080,Stahl_Produktion_GmbH,63,23,4695.63,0.31,True,Exklusion_Vorruhestand,161999.24
1081,Stahl_Produktion_GmbH,51,33,5229.89,0.31,True,TG_Potential,258879.56
1082,Stahl_Produktion_GmbH,64,38,4200.33,0.34,True,Exklusion_Vorruhestand,239418.81
1083,Stahl_Produktion_GmbH,61,29,6793.17,0.47,True,Exklusion_Vorruhestand,295502.90
1084,Stahl_Produktion_GmbH,45,15,4189.75,0.34,True,TG_Potential,94269.38
1085,Stahl_Produktion_GmbH,56,19,7224.07,0.43,True,TG_Potential,205885.99
1086,Stahl_Produktion_GmbH,49,25,7534.97,0.34,True,TG_Potential,282561.38
1087,Stahl_Produktion_GmbH,53,25,7382.29,0.28,True,TG_Potential,276835.88
1088,Stahl_Produktion_GmbH,55,19,4614.04,0.22,True,TG_Potential,131500.14
1089,Stahl_Produktion_GmbH,51,22,5832.93,0.47,True,TG_Potential,192486.69
1090,Stahl_Produktion_GmbH,64,15,6125.75,0.34,True,Exklusion_Vorruhestand,137829.38
1091,Stahl_Produktion_GmbH,54,32,7641.24,0.58,True,TG_Potential,366779.52
1092,Stahl_Produktion_GmbH,46,30,3831.25,0.37,True,TG_Potential,172406.25
1093,Stahl_Produktion_GmbH,48,36,5058.20,0.28,True,TG_Potential,273142.80
1094,Stahl_Produktion_GmbH,63,24,6591.09,0.47,True,Exklusion_Vorruhestand,237279.24
1095,Stahl_Produktion_GmbH,59,31,5337.93,0.26,True,TG_Potential,248213.75
1096,Stahl_Produktion_GmbH,54,21,5561.63,0.47,True,TG_Potential,175191.35
1097,Stahl_Produktion_GmbH,47,22,6589.13,0.25,True,TG_Potential,217441.29
1098,Stahl_Produktion_GmbH,64,19,7108.47,0.24,True,Exklusion_Vorruhestand,202591.39
1099,Stahl_Produktion_GmbH,55,23,5116.75,0.41,True,TG_Potential,176527.88
1100,Stahl_Produktion_GmbH,49,25,7501.45,0.44,True,TG_Potential,281304.38
1101,Stahl_Produktion_GmbH,57,34,6784.30,0.48,True,TG_Potential,345999.30
1102,Stahl_Produktion_GmbH,61,38,4001.32,0.38,True,Exklusion_Vorruhestand,228075.24
1103,Stahl_Produktion_GmbH,60,32,4718.21,0.25,True,Exklusion_Vorruhestand,226474.08
1104,Stahl_Produktion_GmbH,51,38,6763.83,0.51,True,TG_Potential,385538.31
1105,Stahl_Produktion_GmbH,58,21,6530.86,0.53,True,TG_Potential,205722.09
1106,Stahl_Produktion_GmbH,56,16,4537.87,0.22,True,TG_Potential,108908.88
1107,Stahl_Produktion_GmbH,55,27,4537.13,0.31,True,TG_Potential,183753.77
1108,Stahl_Produktion_GmbH,51,25,4765.14,0.40,True,TG_Potential,178692.75
1109,Stahl_Produktion_GmbH,55,29,7288.03,0.30,True,TG_Potential,317029.30
1110,Stahl_Produktion_GmbH,59,16,4738.84,0.21,True,TG_Potential,113732.16
1111,Stahl_Produktion_GmbH,59,15,4636.86,0.56,True,TG_Potential,104329.35
1112,Stahl_Produktion_GmbH,59,39,5164.53,0.29,True,TG_Potential,302125.01
1113,Stahl_Produktion_GmbH,60,21,6410.87,0.53,True,Exklusion_Vorruhestand,201942.40
1114,Stahl_Produktion_GmbH,55,25,4967.03,0.50,True,TG_Potential,186263.63
1115,Stahl_Produktion_GmbH,59,32,6574.12,0.45,True,TG_Potential,315557.76
1116,Stahl_Produktion_GmbH,60,38,4703.27,0.44,True,Exklusion_Vorruhestand,268086.39
1117,Stahl_Produktion_GmbH,50,22,6413.06,0.46,True,TG_Potential,211630.98
1118,Stahl_Produktion_GmbH,48,19,7425.41,0.44,True,TG_Potential,211624.18
1119,Stahl_Produktion_GmbH,54,15,3827.82,0.58,True,TG_Potential,86125.95
1120,Stahl_Produktion_GmbH,55,22,6203.63,0.20,True,TG_Potential,204719.79
1121,Stahl_Produktion_GmbH,59,15,4406.41,0.59,True,TG_Potential,99144.22
1122,Stahl_Produktion_GmbH,57,35,6709.76,0.33,True,TG_Potential,352262.40
1123,Stahl_Produktion_GmbH,53,39,4031.43,0.47,True,TG_Potential,235838.65
1124,Stahl_Produktion_GmbH,59,29,6610.77,0.33,True,TG_Potential,287568.49
1125,Stahl_Produktion_GmbH,54,28,6542.63,0.48,True,TG_Potential,274790.46
1126,Stahl_Produktion_GmbH,49,25,4936.52,0.31,True,TG_Potential,185119.50
1127,Stahl_Produktion_GmbH,64,31,6696.04,0.35,True,Exklusion_Vorruhestand,311365.86
1128,Stahl_Produktion_GmbH,45,37,6817.21,0.24,True,TG_Potential,378355.15
1129,Stahl_Produktion_GmbH,50,24,5853.93,0.46,True,TG_Potential,210741.48
1130,Stahl_Produktion_GmbH,56,15,5501.96,0.52,True,TG_Potential,123794.10
1131,Stahl_Produktion_GmbH,55,16,7509.68,0.47,True,TG_Potential,180232.32
1132,Stahl_Produktion_GmbH,64,23,7065.24,0.53,True,Exklusion_Vorruhestand,243750.78
1133,Stahl_Produktion_GmbH,57,26,5381.17,0.25,True,TG_Potential,209865.63
1134,Stahl_Produktion_GmbH,57,31,7433.06,0.21,True,TG_Potential,345637.29
1135,Stahl_Produktion_GmbH,62,38,6027.93,0.27,True,Exklusion_Vorruhestand,343592.01
1136,Stahl_Produktion_GmbH,56,34,6359.11,0.32,True,TG_Potential,324314.61
1137,Stahl_Produktion_GmbH,46,35,6058.67,0.60,True,TG_Potential,318080.18
1138,Stahl_Produktion_GmbH,61,24,7540.76,0.43,True,Exklusion_Vorruhestand,271467.36
1139,Stahl_Produktion_GmbH,56,25,7270.83,0.51,True,TG_Potential,272656.13
1140,Stahl_Produktion_GmbH,56,25,5401.52,0.23,True,TG_Potential,202557.00
1141,Stahl_Produktion_GmbH,49,19,6188.60,0.46,True,TG_Potential,176375.10
1142,Stahl_Produktion_GmbH,56,36,7783.98,0.54,True,TG_Potential,420334.92
1143,Stahl_Produktion_GmbH,53,25,4531.52,0.31,True,TG_Potential,169932.00
1144,Stahl_Produktion_GmbH,57,20,6502.75,0.34,True,TG_Potential,195082.50
1145,Stahl_Produktion_GmbH,63,32,7732.09,0.27,True,Exklusion_Vorruhestand,371140.32
1146,Stahl_Produktion_GmbH,59,25,5012.63,0.36,True,TG_Potential,187973.63
1147,Stahl_Produktion_GmbH,63,28,4065.90,0.45,True,Exklusion_Vorruhestand,170767.80
1148,Stahl_Produktion_GmbH,45,32,7503.72,0.49,True,TG_Potential,360178.56
1149,Stahl_Produktion_GmbH,45,34,4086.38,0.45,True,TG_Potential,208405.38
1150,Stahl_Produktion_GmbH,50,23,6679.54,0.31,True,TG_Potential,230444.13
1151,Stahl_Produktion_GmbH,56,38,6542.39,0.29,True,TG_Potential,372916.23
1152,Stahl_Produktion_GmbH,48,26,4485.12,0.57,True,TG_Potential,174919.68
1153,Stahl_Produktion_GmbH,64,16,4259.87,0.42,True,Exklusion_Vorruhestand,102236.88
1154,Stahl_Produktion_GmbH,54,22,6136.89,0.40,True,TG_Potential,202517.37
1155,Stahl_Produktion_GmbH,50,33,4434.16,0.50,True,TG_Potential,219490.92
1156,Stahl_Produktion_GmbH,57,21,5100.34,0.23,True,TG_Potential,160660.71
1157,Stahl_Produktion_GmbH,60,31,6755.64,0.51,True,Exklusion_Vorruhestand,314137.26
1158,Stahl_Produktion_GmbH,56,31,4313.07,0.47,True,TG_Potential,200557.75
1159,Stahl_Produktion_GmbH,58,22,7136.95,0.30,True,TG_Potential,235519.35
1160,Stahl_Produktion_GmbH,49,18,5036.43,0.27,True,TG_Potential,135983.61
1161,Stahl_Produktion_GmbH,62,23,4416.74,0.28,True,Exklusion_Vorruhestand,152377.53
1162,Stahl_Produktion_GmbH,60,20,4252.39,0.33,True,Exklusion_Vorruhestand,127571.70
1163,Stahl_Produktion_GmbH,62,19,4954.38,0.57,True,Exklusion_Vorruhestand,141199.83
1164,Stahl_Produktion_GmbH,57,31,6399.78,0.37,True,TG_Potential,297589.77
1165,Stahl_Produktion_GmbH,59,28,5505.73,0.35,True,TG_Potential,231240.66
1166,Stahl_Produktion_GmbH,57,25,7661.72,0.28,True,TG_Potential,287314.50
1167,Stahl_Produktion_GmbH,56,20,7178.58,0.52,True,TG_Potential,215357.40
1168,Stahl_Produktion_GmbH,51,22,5911.43,0.49,True,TG_Potential,195077.19
1169,Stahl_Produktion_GmbH,57,19,7241.96,0.52,True,TG_Potential,206395.86
1170,Stahl_Produktion_GmbH,53,19,6990.04,0.59,True,TG_Potential,199216.14
1171,Stahl_Produktion_GmbH,51,24,6127.02,0.50,True,TG_Potential,220572.72
1172,Stahl_Produktion_GmbH,45,16,4867.42,0.30,True,TG_Potential,116818.08
1173,Stahl_Produktion_GmbH,53,18,6075.19,0.52,True,TG_Potential,164030.13
1174,Stahl_Produktion_GmbH,57,25,4880.75,0.40,True,TG_Potential,183028.13
1175,Stahl_Produktion_GmbH,61,33,7311.02,0.51,True,Exklusion_Vorruhestand,361895.49
1176,Stahl_Produktion_GmbH,48,25,7255.41,0.46,True,TG_Potential,272077.88
1177,Stahl_Produktion_GmbH,48,37,5066.90,0.43,True,TG_Potential,281212.95
1178,Stahl_Produktion_GmbH,55,34,3966.24,0.23,True,TG_Potential,202278.24
1179,Stahl_Produktion_GmbH,47,37,5987.69,0.29,True,TG_Potential,332316.79
1180,Stahl_Produktion_GmbH,48,23,6796.44,0.25,True,TG_Potential,234477.18
1181,Stahl_Produktion_GmbH,52,35,7399.42,0.43,True,TG_Potential,388469.55
1182,Stahl_Produktion_GmbH,46,19,7341.34,0.57,True,TG_Potential,209228.19
1183,Stahl_Produktion_GmbH,46,32,4826.14,0.53,True,TG_Potential,231654.72
1184,Stahl_Produktion_GmbH,64,36,5484.51,0.23,True,Exklusion_Vorruhestand,296163.54
1185,Stahl_Produktion_GmbH,57,26,5509.85,0.50,True,TG_Potential,214884.15
1186,Stahl_Produktion_GmbH,54,30,5656.19,0.46,True,TG_Potential,254528.55
1187,Stahl_Produktion_GmbH,61,18,5250.36,0.59,True,Exklusion_Vorruhestand,141759.72
1188,Stahl_Produktion_GmbH,61,26,6917.56,0.57,True,Exklusion_Vorruhestand,269784.84
1189,Stahl_Produktion_GmbH,56,34,5363.31,0.32,True,TG_Potential,273528.81
1190,Stahl_Produktion_GmbH,52,19,5641.42,0.40,True,TG_Potential,160780.47
1191,Stahl_Produktion_GmbH,61,23,4838.47,0.55,True,Exklusion_Vorruhestand,166927.22
1192,Stahl_Produktion_GmbH,61,37,5889.71,0.52,True,Exklusion_Vorruhestand,326878.90
1193,Stahl_Produktion_GmbH,48,23,6745.51,0.45,True,TG_Potential,232720.10
1194,Stahl_Produktion_GmbH,53,35,4919.67,0.34,True,TG_Potential,258282.68
1195,Stahl_Produktion_GmbH,55,27,5369.10,0.35,True,TG_Potential,217448.55
1196,Stahl_Produktion_GmbH,63,32,6061.23,0.30,True,Exklusion_Vorruhestand,290939.04
1197,Stahl_Produktion_GmbH,50,38,5834.89,0.51,True,TG_Potential,332588.73
1198,Stahl_Produktion_GmbH,61,15,4362.02,0.20,True,Exklusion_Vorruhestand,98145.45
1199,Stahl_Produktion_GmbH,57,15,6497.70,0.32,True,TG_Potential,146198.25
1200,Stahl_Produktion_GmbH,55,21,4197.71,0.26,True,TG_Potential,132227.86
1201,Stahl_Produktion_GmbH,48,35,4279.96,0.36,True,TG_Potential,224697.90
1202,Stahl_Produktion_GmbH,49,22,6520.32,0.37,True,TG_Potential,215170.56
1203,Stahl_Produktion_GmbH,49,18,5875.80,0.46,True,TG_Potential,158646.60
1204,Stahl_Produktion_GmbH,45,27,7404.57,0.23,True,TG_Potential,299885.08
1205,Stahl_Produktion_GmbH,52,35,4127.41,0.35,True,TG_Potential,216689.03
1206,Stahl_Produktion_GmbH,48,17,7582.56,0.43,True,TG_Potential,193355.28
1207,Stahl_Produktion_GmbH,55,16,4121.06,0.53,True,TG_Potential,98905.44
1208,Stahl_Produktion_GmbH,56,15,6977.56,0.53,True,TG_Potential,156995.10
1209,Stahl_Produktion_GmbH,48,29,4614.24,0.49,True,TG_Potential,200719.44
1210,Stahl_Produktion_GmbH,63,23,7013.60,0.29,True,Exklusion_Vorruhestand,241969.20
1211,Stahl_Produktion_GmbH,51,24,4615.55,0.21,True,TG_Potential,166159.80
1212,Stahl_Produktion_GmbH,46,19,3879.82,0.33,True,TG_Potential,110574.87
1213,Stahl_Produktion_GmbH,45,16,6707.67,0.41,True,TG_Potential,160984.08
1214,Stahl_Produktion_GmbH,50,26,5852.24,0.31,True,TG_Potential,228237.36
1215,Stahl_Produktion_GmbH,52,17,7150.00,0.47,True,TG_Potential,182325.00
1216,Stahl_Produktion_GmbH,48,17,6303.17,0.29,True,TG_Potential,160730.83
1217,Stahl_Produktion_GmbH,60,26,4933.97,0.27,True,Exklusion_Vorruhestand,192424.83
1218,Stahl_Produktion_GmbH,49,28,6611.39,0.30,True,TG_Potential,277678.38
1219,Stahl_Produktion_GmbH,45,20,4355.08,0.22,True,TG_Potential,130652.40
1220,Stahl_Produktion_GmbH,63,33,5809.57,0.55,True,Exklusion_Vorruhestand,287573.71
1221,Stahl_Produktion_GmbH,50,17,3868.64,0.25,True,TG_Potential,98650.32
1222,Stahl_Produktion_GmbH,47,23,7093.24,0.58,True,TG_Potential,244716.78
1223,Stahl_Produktion_GmbH,52,16,4429.09,0.37,True,TG_Potential,106298.16
1224,Stahl_Produktion_GmbH,53,30,6265.00,0.24,True,TG_Potential,281925.00
1225,Stahl_Produktion_GmbH,60,25,5657.87,0.21,True,Exklusion_Vorruhestand,212170.13
1226,Stahl_Produktion_GmbH,54,25,4943.82,0.37,True,TG_Potential,185393.25
1227,Stahl_Produktion_GmbH,51,17,5588.54,0.22,True,TG_Potential,142507.77
1228,Stahl_Produktion_GmbH,57,15,4493.53,0.53,True,TG_Potential,101104.42
1229,Stahl_Produktion_GmbH,61,15,5295.58,0.36,True,Exklusion_Vorruhestand,119150.55
1230,Stahl_Produktion_GmbH,48,24,6377.03,0.56,True,TG_Potential,229573.08
1231,Stahl_Produktion_GmbH,59,39,5933.96,0.49,True,TG_Potential,347136.66
1232,Stahl_Produktion_GmbH,61,20,7543.90,0.25,True,Exklusion_Vorruhestand,226317.00
1233,Stahl_Produktion_GmbH,63,23,4481.59,0.41,True,Exklusion_Vorruhestand,154614.86
1234,Stahl_Produktion_GmbH,54,39,5308.53,0.28,True,TG_Potential,310549.01
1235,Stahl_Produktion_GmbH,56,17,6532.34,0.37,True,TG_Potential,166574.67
1236,Stahl_Produktion_GmbH,56,33,6134.64,0.44,True,TG_Potential,303664.68
1237,Stahl_Produktion_GmbH,49,34,6735.01,0.45,True,TG_Potential,343485.51
1238,Stahl_Produktion_GmbH,54,16,5345.35,0.23,True,TG_Potential,128288.40
1239,Stahl_Produktion_GmbH,57,30,6692.55,0.47,True,TG_Potential,301164.75
1240,Stahl_Produktion_GmbH,48,37,7636.17,0.27,True,TG_Potential,423807.43
1241,Stahl_Produktion_GmbH,49,21,5358.09,0.32,True,TG_Potential,168779.83
1242,Stahl_Produktion_GmbH,47,21,4637.31,0.31,True,TG_Potential,146075.27
1243,Stahl_Produktion_GmbH,61,33,4743.82,0.48,True,Exklusion_Vorruhestand,234819.09
1244,Stahl_Produktion_GmbH,46,15,6065.51,0.35,True,TG_Potential,136473.98
1245,Stahl_Produktion_GmbH,49,36,5299.67,0.30,True,TG_Potential,286182.18
1246,Stahl_Produktion_GmbH,50,27,6480.73,0.44,True,TG_Potential,262469.57
1247,Stahl_Produktion_GmbH,55,20,5953.96,0.21,True,TG_Potential,178618.80
1248,Stahl_Produktion_GmbH,61,32,7030.78,0.47,True,Exklusion_Vorruhestand,337477.44
1249,Stahl_Produktion_GmbH,51,17,6098.16,0.23,True,TG_Potential,155503.08
1250,Stahl_Produktion_GmbH,50,36,3926.04,0.49,True,TG_Potential,212006.16
1251,Stahl_Produktion_GmbH,58,36,4567.77,0.43,True,TG_Potential,246659.58
1252,Stahl_Produktion_GmbH,49,28,4217.51,0.32,True,TG_Potential,177135.42
1253,Stahl_Produktion_GmbH,64,36,4973.74,0.38,True,Exklusion_Vorruhestand,268581.96
1254,Stahl_Produktion_GmbH,62,31,7702.92,0.26,True,Exklusion_Vorruhestand,358185.78
1255,Stahl_Produktion_GmbH,46,35,6961.81,0.42,True,TG_Potential,365495.03
1256,Stahl_Produktion_GmbH,61,31,3974.40,0.35,True,Exklusion_Vorruhestand,184809.60
1257,Stahl_Produktion_GmbH,47,22,5365.92,0.41,True,TG_Potential,177075.36
1258,Stahl_Produktion_GmbH,60,29,4542.42,0.32,True,Exklusion_Vorruhestand,197595.27
1259,Stahl_Produktion_GmbH,55,23,4165.54,0.50,True,TG_Potential,143711.13
1260,Stahl_Produktion_GmbH,54,35,5939.35,0.34,True,TG_Potential,311815.88
1261,Stahl_Produktion_GmbH,53,28,5024.38,0.36,True,TG_Potential,211023.96
1262,Stahl_Produktion_GmbH,54,27,4814.70,0.58,True,TG_Potential,194995.35
1263,Stahl_Produktion_GmbH,55,18,7439.19,0.36,True,TG_Potential,200858.13
1264,Stahl_Produktion_GmbH,46,29,5568.86,0.60,True,TG_Potential,242245.41
1265,Stahl_Produktion_GmbH,46,19,5414.25,0.41,True,TG_Potential,154306.13
1266,Stahl_Produktion_GmbH,58,21,6041.84,0.40,True,TG_Potential,190317.96
1267,Stahl_Produktion_GmbH,48,32,6341.20,0.47,True,TG_Potential,304377.60
1268,Stahl_Produktion_GmbH,51,26,3948.70,0.35,True,TG_Potential,153999.30
1269,Stahl_Produktion_GmbH,56,17,7056.53,0.57,True,TG_Potential,179941.51
1270,Stahl_Produktion_GmbH,47,34,7459.15,0.36,True,TG_Potential,380416.65
1271,Stahl_Produktion_GmbH,54,26,7658.95,0.34,True,TG_Potential,298699.05
1272,Stahl_Produktion_GmbH,46,30,7360.18,0.24,True,TG_Potential,331208.10
1273,Stahl_Produktion_GmbH,46,28,7626.43,0.57,True,TG_Potential,320310.06
1274,Stahl_Produktion_GmbH,61,26,7226.94,0.55,True,Exklusion_Vorruhestand,281850.66
1275,Stahl_Produktion_GmbH,56,31,5803.95,0.38,True,TG_Potential,269883.67
1276,Stahl_Produktion_GmbH,62,22,5884.28,0.60,True,Exklusion_Vorruhestand,194181.24
1277,Stahl_Produktion_GmbH,51,24,4122.83,0.45,True,TG_Potential,148421.88
1278,Stahl_Produktion_GmbH,53,18,5528.90,0.51,True,TG_Potential,149280.30
1279,Stahl_Produktion_GmbH,49,19,4124.11,0.51,True,TG_Potential,117537.13
1280,Stahl_Produktion_GmbH,61,33,5329.84,0.54,True,Exklusion_Vorruhestand,263827.08
1281,Stahl_Produktion_GmbH,46,31,6429.20,0.31,True,TG_Potential,298957.80
1282,Stahl_Produktion_GmbH,62,22,6759.34,0.30,True,Exklusion_Vorruhestand,223058.22
1283,Stahl_Produktion_GmbH,55,25,6298.30,0.28,True,TG_Potential,236186.25
1284,Stahl_Produktion_GmbH,56,28,7656.03,0.29,True,TG_Potential,321553.26
1285,Stahl_Produktion_GmbH,53,26,4923.44,0.59,True,TG_Potential,192014.16
1286,Stahl_Produktion_GmbH,62,39,6069.15,0.34,True,Exklusion_Vorruhestand,355045.27
1287,Stahl_Produktion_GmbH,55,24,5137.85,0.60,True,TG_Potential,184962.60
1288,Stahl_Produktion_GmbH,45,21,4095.09,0.33,True,TG_Potential,128995.33
1289,Stahl_Produktion_GmbH,49,34,5439.57,0.41,True,TG_Potential,277418.07
1290,Stahl_Produktion_GmbH,62,16,6247.81,0.27,True,Exklusion_Vorruhestand,149947.44
1291,Stahl_Produktion_GmbH,46,18,4503.47,0.55,True,TG_Potential,121593.69
1292,Stahl_Produktion_GmbH,46,38,5522.32,0.32,True,TG_Potential,314772.24
1293,Stahl_Produktion_GmbH,46,38,4465.83,0.24,True,TG_Potential,254552.31
1294,Stahl_Produktion_GmbH,50,29,4762.32,0.59,True,TG_Potential,207160.92
1295,Stahl_Produktion_GmbH,50,18,5580.55,0.37,True,TG_Potential,150674.85
1296,Stahl_Produktion_GmbH,49,33,4409.04,0.48,True,TG_Potential,218247.48
1297,Stahl_Produktion_GmbH,63,28,4528.86,0.23,True,Exklusion_Vorruhestand,190212.12
